"1","tcp","ddp-tcp","DDP协议（DTU DSC Protocol）是DTU与DSC之间的通讯协议，DDP是一种厂商定义的私有公开性质的通信协议，用于数据的传输和DTU管理。","5002"
"1","udp","ddp-udp","DDP协议（DTU DSC Protocol）是DTU与DSC之间的通讯协议，DDP是一种厂商定义的私有公开性质的通信协议，用于数据的传输和DTU管理。","5002"
"1","tcp","dnp3","DNP（Distributed Network Protocol，分布式网络规约）是一种应用于自动化组件之间的通讯协议，常见于电力、水处理等行业。SCADA可以使用DNP协议与主站、RTU、及IED进行通讯。","20000"
"1","udp","dnp3-udp","DNP（Distributed Network Protocol，分布式网络规约）是一种应用于自动化组件之间的通讯协议，常见于电力、水处理等行业。SCADA可以使用DNP协议与主站、RTU、及IED进行通讯","20000"
"1","tcp","ethernetip","Ethernet/IP是一个面向工业自动化应用的工业应用层协议。它建立在标准UDP/IP与TCP/IP协议之上，利用固定的以太网硬件和软件，为配置、访问和控制工业自动化设备定义了一个应用层协议。","44818"
"1","udp","ethernetip-udp","Ethernet/IP是一个面向工业自动化应用的工业应用层协议。它建立在标准UDP/IP与TCP/IP协议之上，利用固定的以太网硬件和软件，为配置、访问和控制工业自动化设备定义了一个应用层协议。","44818"
"1","tcp","fox","Fox协议是Tridium公司开发的Niagara框架的一部分，广泛应用于楼宇自动化控制系统。","1911"
"1","tcp","foxboro","Foxboro是一种私有协议，用于Foxboro PLC的通讯，常见于电力、石油、化工等行业。","20476"
"1","tcp","general-electric-srtp","GE-SRTP协议由美国通用电气公司开发，GE PLC可以通过GE-SRTP进行数据通信和数据传输。","18245"
"1","tcp","hart-ip","HART协议是美国Rosement公司于1985年推出的一种用于现场智能仪表和控制室设备之间的通信协议。现已成为全球智能仪表的工业标准 。","5094"
"1","udp","hart-ip-udp","HART协议是美国Rosement公司于1985年推出的一种用于现场智能仪表和控制室设备之间的通信协议。现已成为全球智能仪表的工业标准 。","5094"
"1","udp","hollysys-lk","Hollysys-lk协议是一种私有协议，用于Hollysys PLC的通讯，常见于电力、石油、化工等行业。","6000"
"1","udp","hollysys-macs","Hollysys-macs协议是一种私有协议，用于Hollysys DCS的通讯，常见于电力、石油、化工等行业。","8000"
"3","udp","codasrv-se","Coda 文件系统 UDP SFTP 副作用","2433"
"1","tcp","iec-104","IEC 60870-5-104是国际电工委员会制定的一个规范，用于适应和引导电力系统调度自动化的发展，规范调度自动化及远动设备的技术性能。","2404"
"1","tcp","iec-61850","IEC 61850标准是电力系统自动化领域唯一的全球通用标准。它通过标准的实现，实现了智能变电站的工程运作标准化。使得智能变电站的工程实施变得规范、统一和透明。","102"
"1","tcp","igss","IGSS协议是一种私有协议，用于IGSS（Interactive Graphical SCADA System）软件之间的通讯。","12397"
"1","tcp","ilon-smartserver"," ILON-SMARTSERVER协议是ECHELON公司生产的iLon系列产品的私有通信协议，iLon系列产品可以广泛的应用于工业控制领域；iLon SmartServer类似于一台服务器，起着指令分发，数据存储等作用","1628"
"1","udp","lantronix-udp","Lantronix串口服务器专为工业应用而设计。串口服务器是一种具有串口转以太网功能的设备，它能将RS-232/485/422串口转换成TCP/IP网络接口，串口服务器广泛的应用在SCADA数据采集环节上，用于解决串口和以太网的通信问题。","30718"
"1","tcp","melsec-q-tcp","MELSEC-Q系列设备使用专用的网络协议进行通讯，该系列设备可以提供高速、大容量的数据处理和机器控制。","5007"
"1","udp","melsec-q-udp","MELSEC-Q系列设备使用专用的网络协议进行通讯，该系列设备可以提供高速、大容量的数据处理和机器控制。","5006"
"1","tcp","modbus"," Modbus协议是应用于电子控制器上的一种协议。通过此协议设备间可以通信。它已成为一通用工业标准。","502"
"1","udp","moxa-nport"," Moxa 串口服务器专为工业应用而设计。不通配置组合的串口服务器更能符合不同工业现场的需求。NPort系列串口服务器让传统 RS-232/422/485设备立即联网，提供您基于IP的串口联网解决方案。","4800"
"1","tcp","omron-tcp","欧姆龙PLC使用网络协议FINS进行通信，可通过多种不同的物理网络，如以太网、控制器连接等。","9600"
"1","udp","omron-udp","欧姆龙PLC使用网络协议FINS进行通信，可通过多种不同的物理网络，如以太网、控制器连接等。","9600"
"1","tcp","opc-da","OPC（OLE for Process Control, 用于过程控制的OLE）是一个工业标准。OPC包括一整套接口、属性和方法的标准集，用于过程控制和制造业自动化系统。OPC DA基于微软的OLE、COM和DCOM技术。","135"
"1","tcp","opc-ua","OPC-UA（Unified Architecture）是下一代的OPC 标准，通过提供一个完整的、安全和可靠的跨平台的架构，以获取实时和历史数据和时间。OPC UA不再依靠DCOM，而是基于面向服务的架构 （SOA）。","4840"
"1","tcp","pcworx","PCWorx协议由菲尼克斯电气公司开发，目前广泛使用于工控系统。PCWORX3.11是菲尼克斯电气公司的专用协议。","1962"
"1","tcp","proconos","ProConOS是德国科维公司(KW-Software GmbH)开发的用于PLC的实时操作系统，它是一个高性能的PLC运行时引擎，目前广泛使用于基于嵌入式和PC的工控系统。","20547"
"1","tcp","redlion-crimson3","协议被Crimson桌面软件用于与Red Lion G306工控系统的HMI人机接口。","789"
"1","tcp","secure-fox","Fox协议是Tridium公司开发的Niagara框架的一部分，广泛应用于楼宇自动化控制系统。","4911"
"1","tcp","siemens-license","Siemens License协议是一种私有协议，用于西门子上位机软件的License服务。","4410"
"1","udp","wdbrpc","VxWorks是世界上使用最广泛的一种在嵌入式系统中部署的实时操作系统，是由美国WindRiver公司于1983年设计开发的。VxWorks系统在工业控制领域应用较广泛。WDB RPC是VxWorks的远程调试协议。","17185"
"2","tcp","dahua-dvr","DAHUA-DVR协议是浙江大华安防监控设备的私有通信协议，该协议用于实时视频流量的传输。","37777"
"2","udp","onvif","ONVIF协议的开发目的是通过全球性的开放接口标准来推进网络视频在安防市场的应用，这一接口标准将确保不同厂商生产的网络视频产品具有互通性。","3702"
"2","tcp","rtsp","RTSP协议是一种实时流传输协议，该协议定义了一对多应用程序如何有效地通过IP网络传送多媒体数据。","554"
"2","udp","sip","SIP协议是由IETF制定的多媒体通信协议，SIP的开发目的是用来帮助提供跨越因特网的高级电话业务。","5060"
"2","udp","vstarcam-udp","VSTARCAM-UDP协议是威视达康安防监控设备的私有通信协议该协议用于获取安防监控设备的网络配置等信息。","8600"
"3","tcp","exec","用于对远程执行的进程进行验证","512"
"3","udp","biff [comsat]","异步邮件客户（biff）和服务（comsat）","512"
"3","tcp","login","远程登录（rlogin）","513"
"3","udp","who [whod]","登录的用户列表","513"
"3","tcp","shell [cmd]","不必登录的远程 shell（rshell）和远程复制（rcp）","514"
"3","udp","syslog","UNIX 系统日志服务","514"
"3","udp","talk","远程对话服务和客户","517"
"3","udp","ntalk","网络交谈（ntalk），远程对话服务和客户","518"
"3","tcp","efs","扩展文件名服务器（EFS）","520"
"3","udp","router [route, routed]","选路信息协议（RIP）","520"
"3","tcp","tempo [newdate]","Tempo","526"
"3","tcp","courier [rpc]","Courier 远程过程调用（RPC）协议","530"
"3","tcp","conference [chat]","互联网中继聊天","531"
"3","udp","netwall","用于紧急广播的 Netwall","533"
"3","tcp","uucp [uucpd]","Unix 到 Unix 复制服务","540"
"3","tcp","klogin","Kerberos 版本5（v5）远程登录","543"
"3","tcp","kshell","Kerberos 版本5（v5）远程 shell","544"
"3","tcp","venus","用于 Coda 文件系统（codacon 端口）的 Venus 缓存管理器","2430"
"3","udp","venus","用于 Coda 文件系统（callback/wbc interface 界面）的 Venus 缓存管理器","2430"
"3","tcp","venus-se","Venus 传输控制协议（TCP）的副作用","2431"
"3","udp","venus-se","Venus 用户数据报协议（UDP）的副作用","2431"
"3","udp","codasrv","Coda 文件系统服务器端口","2432"
"3","tcp","codasrv-se","Coda 文件系统 TCP 副作用","2433"
"3","ddp","rtmp","路由表管理协议","1"
"3","ddp","nbp","名称绑定协议","2"
"3","ddp","echo","AppleTalk Echo 协议","4"
"3","ddp","zip","区块信息协议","6"
"3","tcp","netstat","网络状态（netstat）","15"
"3","tcp","linuxconf","Linuxconf Linux 管理工具","98"
"3","tcp","smtps","通过安全套接字层的简单邮件传输协议（SMTPS）","465"
"3","tcp","gii","使用网关的（选路守护进程）互动界面","616"
"3","tcp","supfileserv","软件升级协议（SUP）服务器","871"
"3","tcp","swat","Samba 万维网管理工具（SWAT）","901"
"3","tcp","skkserv","简单假名到汉字（SKK）日文输入服务器","1178"
"3","tcp","xtel","法国 Minitel 文本信息系统","1313"
"3","tcp","support [prmsd, gnatsd]","GNATS 错误跟踪系统","1529"
"3","tcp","cfinger","GNU Finger 服务","2003"
"3","tcp","squid","Squid 万维网代理缓存","3128"
"3","tcp","fax","FAX 传输服务（旧服务）","4557"
"3","tcp","hylafax","HylaFAX 客户-服务器协议（新服务）","4559"
"3","tcp","canna","Canna 日文字符输入界面","5680"
"3","tcp","x11-ssh-offset","安全 Shell（SSH）X11 转发偏移","6010"
"3","tcp","xfs","X 字体服务器（XFS）","7100"
"3","tcp","tircproxy","Tircproxy IRC 代理服务","7666"
"3","tcp","jetdirect [laserjet, hplj]","Hewlett-Packard (HP) JetDirect 网络打印服务","9100"
"3","tcp","amandaidx","Amanda 备份服务","10082"
"3","tcp","amidxtape","Amanda 备份服务","10083"
"3","tcp","wnn4_Kr","kWnn 韩文输入系统","22305"
"3","tcp","wnn4_Cn","cWnn 中文输入系统","22289"
"3","tcp","wnn4_Tw","tWnn 中文输入系统（台湾）","22321"
"3","tcp","exec","用于对远程执行的进程进行验证","512"
"3","udp","biff [comsat]","异步邮件客户（biff）和服务（comsat）","512"
"3","tcp","login","远程登录（rlogin）","513"
"3","udp","who [whod]","登录的用户列表","513"
"3","tcp","shell [cmd]","不必登录的远程 shell（rshell）和远程复制（rcp）","514"
"3","udp","syslog","UNIX 系统日志服务","514"
"3","udp","talk","远程对话服务和客户","517"
"3","udp","ntalk","网络交谈（ntalk），远程对话服务和客户","518"
"3","tcp","efs","扩展文件名服务器（EFS）","520"
"3","udp","router [route, routed]","选路信息协议（RIP）","520"
"3","tcp","tempo [newdate]","Tempo","526"
"3","tcp","courier [rpc]","Courier 远程过程调用（RPC）协议","530"
"3","tcp","conference [chat]","互联网中继聊天","531"
"3","udp","netwall","用于紧急广播的 Netwall","533"
"3","tcp","uucp [uucpd]","Unix 到 Unix 复制服务","540"
"3","tcp","klogin","Kerberos 版本5（v5）远程登录","543"
"3","tcp","kshell","Kerberos 版本5（v5）远程 shell","544"
"3","tcp","venus","用于 Coda 文件系统（codacon 端口）的 Venus 缓存管理器","2430"
"3","udp","venus","用于 Coda 文件系统（callback/wbc interface 界面）的 Venus 缓存管理器","2430"
"3","tcp","venus-se","Venus 传输控制协议（TCP）的副作用","2431"
"3","udp","venus-se","Venus 用户数据报协议（UDP）的副作用","2431"
"3","udp","codasrv","Coda 文件系统服务器端口","2432"
"3","tcp","codasrv-se","Coda 文件系统 TCP 副作用","2433"
"3","udp","codasrv-se","Coda 文件系统 UDP SFTP 副作用","2433"
"3","ddp","rtmp","路由表管理协议","1"
"3","ddp","nbp","名称绑定协议","2"
"3","ddp","echo","AppleTalk Echo 协议","4"
"3","ddp","zip","区块信息协议","6"
"3","tcp","netstat","网络状态（netstat）","15"
"3","tcp","linuxconf","Linuxconf Linux 管理工具","98"
"3","tcp","smtps","通过安全套接字层的简单邮件传输协议（SMTPS）","465"
"3","tcp","gii","使用网关的（选路守护进程）互动界面","616"
"3","tcp","supfileserv","软件升级协议（SUP）服务器","871"
"3","tcp","swat","Samba 万维网管理工具（SWAT）","901"
"3","tcp","skkserv","简单假名到汉字（SKK）日文输入服务器","1178"
"3","tcp","xtel","法国 Minitel 文本信息系统","1313"
"3","tcp","support [prmsd, gnatsd]","GNATS 错误跟踪系统","1529"
"3","tcp","cfinger","GNU Finger 服务","2003"
"3","tcp","squid","Squid 万维网代理缓存","3128"
"3","tcp","fax","FAX 传输服务（旧服务）","4557"
"3","tcp","hylafax","HylaFAX 客户-服务器协议（新服务）","4559"
"3","tcp","canna","Canna 日文字符输入界面","5680"
"3","tcp","x11-ssh-offset","安全 Shell（SSH）X11 转发偏移","6010"
"3","tcp","xfs","X 字体服务器（XFS）","7100"
"3","tcp","tircproxy","Tircproxy IRC 代理服务","7666"
"3","tcp","jetdirect [laserjet, hplj]","Hewlett-Packard (HP) JetDirect 网络打印服务","9100"
"3","tcp","amandaidx","Amanda 备份服务","10082"
"3","tcp","amidxtape","Amanda 备份服务","10083"
"3","tcp","wnn4_Kr","kWnn 韩文输入系统","22305"
"3","tcp","wnn4_Cn","cWnn 中文输入系统","22289"
"3","tcp","wnn4_Tw","tWnn 中文输入系统（台湾）","22321"
"3","tcp","exec","用于对远程执行的进程进行验证","512"
"3","udp","biff [comsat]","异步邮件客户（biff）和服务（comsat）","512"
"3","tcp","login","远程登录（rlogin）","513"
"3","udp","who [whod]","登录的用户列表","513"
"3","tcp","shell [cmd]","不必登录的远程 shell（rshell）和远程复制（rcp）","514"
"3","udp","syslog","UNIX 系统日志服务","514"
"3","udp","talk","远程对话服务和客户","517"
"3","udp","ntalk","网络交谈（ntalk），远程对话服务和客户","518"
"3","tcp","efs","扩展文件名服务器（EFS）","520"
"3","udp","router [route, routed]","选路信息协议（RIP）","520"
"3","tcp","tempo [newdate]","Tempo","526"
"3","tcp","courier [rpc]","Courier 远程过程调用（RPC）协议","530"
"3","tcp","conference [chat]","互联网中继聊天","531"
"3","udp","netwall","用于紧急广播的 Netwall","533"
"3","tcp","uucp [uucpd]","Unix 到 Unix 复制服务","540"
"3","tcp","klogin","Kerberos 版本5（v5）远程登录","543"
"3","tcp","kshell","Kerberos 版本5（v5）远程 shell","544"
"3","tcp","venus","用于 Coda 文件系统（codacon 端口）的 Venus 缓存管理器","2430"
"3","udp","venus","用于 Coda 文件系统（callback/wbc interface 界面）的 Venus 缓存管理器","2430"
"3","tcp","venus-se","Venus 传输控制协议（TCP）的副作用","2431"
"3","udp","venus-se","Venus 用户数据报协议（UDP）的副作用","2431"
"3","udp","codasrv","Coda 文件系统服务器端口","2432"
"3","tcp","codasrv-se","Coda 文件系统 TCP 副作用","2433"
"3","udp","codasrv-se","Coda 文件系统 UDP SFTP 副作用","2433"
"3","ddp","rtmp","路由表管理协议","1"
"3","ddp","nbp","名称绑定协议","2"
"3","ddp","echo","AppleTalk Echo 协议","4"
"3","ddp","zip","区块信息协议","6"
"3","tcp","netstat","网络状态（netstat）","15"
"3","tcp","linuxconf","Linuxconf Linux 管理工具","98"
"3","tcp","smtps","通过安全套接字层的简单邮件传输协议（SMTPS）","465"
"3","tcp","gii","使用网关的（选路守护进程）互动界面","616"
"3","tcp","supfileserv","软件升级协议（SUP）服务器","871"
"3","tcp","swat","Samba 万维网管理工具（SWAT）","901"
"3","tcp","skkserv","简单假名到汉字（SKK）日文输入服务器","1178"
"3","tcp","xtel","法国 Minitel 文本信息系统","1313"
"3","tcp","support [prmsd, gnatsd]","GNATS 错误跟踪系统","1529"
"3","tcp","cfinger","GNU Finger 服务","2003"
"3","tcp","squid","Squid 万维网代理缓存","3128"
"3","tcp","fax","FAX 传输服务（旧服务）","4557"
"3","tcp","hylafax","HylaFAX 客户-服务器协议（新服务）","4559"
"3","tcp","canna","Canna 日文字符输入界面","5680"
"3","tcp","x11-ssh-offset","安全 Shell（SSH）X11 转发偏移","6010"
"3","tcp","xfs","X 字体服务器（XFS）","7100"
"3","tcp","tircproxy","Tircproxy IRC 代理服务","7666"
"3","tcp","jetdirect [laserjet, hplj]","Hewlett-Packard (HP) JetDirect 网络打印服务","9100"
"3","tcp","amandaidx","Amanda 备份服务","10082"
"3","tcp","amidxtape","Amanda 备份服务","10083"
"3","tcp","wnn4_Kr","kWnn 韩文输入系统","22305"
"3","tcp","wnn4_Cn","cWnn 中文输入系统","22289"
"3","tcp","wnn4_Tw","tWnn 中文输入系统（台湾）","22321"
"3","tcp","exec","用于对远程执行的进程进行验证","512"
"3","udp","biff [comsat]","异步邮件客户（biff）和服务（comsat）","512"
"3","tcp","login","远程登录（rlogin）","513"
"3","udp","who [whod]","登录的用户列表","513"
"3","tcp","shell [cmd]","不必登录的远程 shell（rshell）和远程复制（rcp）","514"
"3","udp","syslog","UNIX 系统日志服务","514"
"3","udp","talk","远程对话服务和客户","517"
"3","udp","ntalk","网络交谈（ntalk），远程对话服务和客户","518"
"3","tcp","efs","扩展文件名服务器（EFS）","520"
"3","udp","router [route, routed]","选路信息协议（RIP）","520"
"3","tcp","tempo [newdate]","Tempo","526"
"3","tcp","courier [rpc]","Courier 远程过程调用（RPC）协议","530"
"3","tcp","conference [chat]","互联网中继聊天","531"
"3","udp","netwall","用于紧急广播的 Netwall","533"
"3","tcp","uucp [uucpd]","Unix 到 Unix 复制服务","540"
"3","tcp","klogin","Kerberos 版本5（v5）远程登录","543"
"3","tcp","kshell","Kerberos 版本5（v5）远程 shell","544"
"3","tcp","venus","用于 Coda 文件系统（codacon 端口）的 Venus 缓存管理器","2430"
"3","udp","venus","用于 Coda 文件系统（callback/wbc interface 界面）的 Venus 缓存管理器","2430"
"3","tcp","venus-se","Venus 传输控制协议（TCP）的副作用","2431"
"3","udp","venus-se","Venus 用户数据报协议（UDP）的副作用","2431"
"3","udp","codasrv","Coda 文件系统服务器端口","2432"
"3","tcp","codasrv-se","Coda 文件系统 TCP 副作用","2433"
"3","udp","codasrv-se","Coda 文件系统 UDP SFTP 副作用","2433"
"3","ddp","rtmp","路由表管理协议","1"
"3","ddp","nbp","名称绑定协议","2"
"3","ddp","echo","AppleTalk Echo 协议","4"
"3","ddp","zip","区块信息协议","6"
"3","tcp","netstat","网络状态（netstat）","15"
"3","tcp","linuxconf","Linuxconf Linux 管理工具","98"
"3","tcp","smtps","通过安全套接字层的简单邮件传输协议（SMTPS）","465"
"3","tcp","gii","使用网关的（选路守护进程）互动界面","616"
"3","tcp","supfileserv","软件升级协议（SUP）服务器","871"
"3","tcp","swat","Samba 万维网管理工具（SWAT）","901"
"3","tcp","skkserv","简单假名到汉字（SKK）日文输入服务器","1178"
"3","tcp","xtel","法国 Minitel 文本信息系统","1313"
"3","tcp","support [prmsd, gnatsd]","GNATS 错误跟踪系统","1529"
"3","tcp","cfinger","GNU Finger 服务","2003"
"3","tcp","squid","Squid 万维网代理缓存","3128"
"3","tcp","fax","FAX 传输服务（旧服务）","4557"
"3","tcp","hylafax","HylaFAX 客户-服务器协议（新服务）","4559"
"3","tcp","canna","Canna 日文字符输入界面","5680"
"3","tcp","x11-ssh-offset","安全 Shell（SSH）X11 转发偏移","6010"
"3","tcp","xfs","X 字体服务器（XFS）","7100"
"3","tcp","tircproxy","Tircproxy IRC 代理服务","7666"
"3","tcp","jetdirect [laserjet, hplj]","Hewlett-Packard (HP) JetDirect 网络打印服务","9100"
"3","tcp","amandaidx","Amanda 备份服务","10082"
"3","tcp","amidxtape","Amanda 备份服务","10083"
"3","tcp","wnn4_Kr","kWnn 韩文输入系统","22305"
"3","tcp","wnn4_Cn","cWnn 中文输入系统","22289"
"3","tcp","wnn4_Tw","tWnn 中文输入系统（台湾）","22321"
"3","tcp","exec","用于对远程执行的进程进行验证","512"
"3","udp","biff [comsat]","异步邮件客户（biff）和服务（comsat）","512"
"3","tcp","login","远程登录（rlogin）","513"
"3","udp","who [whod]","登录的用户列表","513"
"3","tcp","shell [cmd]","不必登录的远程 shell（rshell）和远程复制（rcp）","514"
"3","udp","syslog","UNIX 系统日志服务","514"
"3","udp","talk","远程对话服务和客户","517"
"3","udp","ntalk","网络交谈（ntalk），远程对话服务和客户","518"
"3","tcp","efs","扩展文件名服务器（EFS）","520"
"3","udp","router [route, routed]","选路信息协议（RIP）","520"
"3","tcp","tempo [newdate]","Tempo","526"
"3","tcp","courier [rpc]","Courier 远程过程调用（RPC）协议","530"
"3","tcp","conference [chat]","互联网中继聊天","531"
"3","udp","netwall","用于紧急广播的 Netwall","533"
"3","tcp","uucp [uucpd]","Unix 到 Unix 复制服务","540"
"3","tcp","klogin","Kerberos 版本5（v5）远程登录","543"
"3","tcp","kshell","Kerberos 版本5（v5）远程 shell","544"
"3","tcp","venus","用于 Coda 文件系统（codacon 端口）的 Venus 缓存管理器","2430"
"3","udp","venus","用于 Coda 文件系统（callback/wbc interface 界面）的 Venus 缓存管理器","2430"
"3","tcp","venus-se","Venus 传输控制协议（TCP）的副作用","2431"
"3","udp","venus-se","Venus 用户数据报协议（UDP）的副作用","2431"
"3","udp","codasrv","Coda 文件系统服务器端口","2432"
"3","tcp","codasrv-se","Coda 文件系统 TCP 副作用","2433"
"3","udp","codasrv-se","Coda 文件系统 UDP SFTP 副作用","2433"
"3","ddp","rtmp","路由表管理协议","1"
"3","ddp","nbp","名称绑定协议","2"
"3","ddp","echo","AppleTalk Echo 协议","4"
"3","ddp","zip","区块信息协议","6"
"3","tcp","netstat","网络状态（netstat）","15"
"3","tcp","linuxconf","Linuxconf Linux 管理工具","98"
"3","tcp","smtps","通过安全套接字层的简单邮件传输协议（SMTPS）","465"
"3","tcp","gii","使用网关的（选路守护进程）互动界面","616"
"3","tcp","supfileserv","软件升级协议（SUP）服务器","871"
"3","tcp","swat","Samba 万维网管理工具（SWAT）","901"
"3","tcp","skkserv","简单假名到汉字（SKK）日文输入服务器","1178"
"3","tcp","xtel","法国 Minitel 文本信息系统","1313"
"3","tcp","support [prmsd, gnatsd]","GNATS 错误跟踪系统","1529"
"3","tcp","cfinger","GNU Finger 服务","2003"
"3","tcp","squid","Squid 万维网代理缓存","3128"
"3","tcp","fax","FAX 传输服务（旧服务）","4557"
"3","tcp","hylafax","HylaFAX 客户-服务器协议（新服务）","4559"
"3","tcp","canna","Canna 日文字符输入界面","5680"
"3","tcp","x11-ssh-offset","安全 Shell（SSH）X11 转发偏移","6010"
"3","tcp","xfs","X 字体服务器（XFS）","7100"
"3","tcp","tircproxy","Tircproxy IRC 代理服务","7666"
"3","tcp","jetdirect [laserjet, hplj]","Hewlett-Packard (HP) JetDirect 网络打印服务","9100"
"3","tcp","amandaidx","Amanda 备份服务","10082"
"3","tcp","amidxtape","Amanda 备份服务","10083"
"3","tcp","wnn4_Kr","kWnn 韩文输入系统","22305"
"3","tcp","wnn4_Cn","cWnn 中文输入系统","22289"
"3","tcp","wnn4_Tw","tWnn 中文输入系统（台湾）","22321"
"3","tcp","exec","用于对远程执行的进程进行验证","512"
"3","udp","biff [comsat]","异步邮件客户（biff）和服务（comsat）","512"
"3","tcp","login","远程登录（rlogin）","513"
"3","udp","who [whod]","登录的用户列表","513"
"3","tcp","shell [cmd]","不必登录的远程 shell（rshell）和远程复制（rcp）","514"
"3","udp","syslog","UNIX 系统日志服务","514"
"3","udp","talk","远程对话服务和客户","517"
"3","udp","ntalk","网络交谈（ntalk），远程对话服务和客户","518"
"3","tcp","efs","扩展文件名服务器（EFS）","520"
"3","udp","router [route, routed]","选路信息协议（RIP）","520"
"3","tcp","tempo [newdate]","Tempo","526"
"3","tcp","courier [rpc]","Courier 远程过程调用（RPC）协议","530"
"3","tcp","conference [chat]","互联网中继聊天","531"
"3","udp","netwall","用于紧急广播的 Netwall","533"
"3","tcp","uucp [uucpd]","Unix 到 Unix 复制服务","540"
"3","tcp","klogin","Kerberos 版本5（v5）远程登录","543"
"3","tcp","kshell","Kerberos 版本5（v5）远程 shell","544"
"3","tcp","venus","用于 Coda 文件系统（codacon 端口）的 Venus 缓存管理器","2430"
"3","tcp","wnn4_Tw","tWnn 中文输入系统（台湾）","22321"
"3","udp","venus","用于 Coda 文件系统（callback/wbc interface 界面）的 Venus 缓存管理器","2430"
"3","tcp","venus-se","Venus 传输控制协议（TCP）的副作用","2431"
"3","udp","venus-se","Venus 用户数据报协议（UDP）的副作用","2431"
"3","udp","codasrv","Coda 文件系统服务器端口","2432"
"3","tcp","codasrv-se","Coda 文件系统 TCP 副作用","2433"
"3","udp","codasrv-se","Coda 文件系统 UDP SFTP 副作用","2433"
"3","ddp","rtmp","路由表管理协议","1"
"3","ddp","nbp","名称绑定协议","2"
"3","ddp","echo","AppleTalk Echo 协议","4"
"3","ddp","zip","区块信息协议","6"
"3","tcp","netstat","网络状态（netstat）","15"
"3","tcp","linuxconf","Linuxconf Linux 管理工具","98"
"3","tcp","smtps","通过安全套接字层的简单邮件传输协议（SMTPS）","465"
"3","tcp","gii","使用网关的（选路守护进程）互动界面","616"
